city,name,img,detail,time,mileage,type,price,old-price,icon-new,label
北京,大众 朗逸 2013款 改款经典 1.6L 手动风尚版,https://image.guazistatic.com/gz01190622/16/12/8d1ae36982d103c445e7d065fae5df54.jpg,/handan/b8bd4f4e21a7464ax.htm,2015年,2.9万公里,到店服务,补贴后6.15万,,,"急售,严选车"
北京,大众 速腾 2012款 1.6L 自动舒适型,https://image.guazistatic.com/gz01190530/10/12/a507b499b0ff2a9822209c926ac1d110.jpg,/wenzhou/36276dae5587901bx.htm,2013年,6.3万公里,到店服务,6.80万,16.40万,,急售
北京,传祺GS4 2016款 235T G-DCT豪华版,https://image.guazistatic.com/gz01190628/11/25/50d91086be98d4e330d60c4fc4dfb8ad.jpg,/cq/19c8d7090f743cb6x.htm,2016年,0.9万公里,到店服务,8.00万,15.60万,新上架,
北京,雪铁龙 爱丽舍 2015款 质尚版 1.6L 自动时尚型,https://image.guazistatic.com/gz01190628/16/10/ae9db538ee176b578ae8df17d932cd54.jpg,/cd/146e1b18557dfc73x.htm,2014年,7.4万公里,到店服务,4.70万,10.20万,新上架,
北京,哈弗H6 Coupe 2016款 蓝标 1.5T 手动两驱精英型,https://image.guazistatic.com/gz01190606/14/56/eeb626f990e0962898b71c3a56944004.jpg,/sjz/fc52f9dbd7e0dea1x.htm,2016年,3.2万公里,到店服务,6.74万,12.50万,,"超值,严选车"
北京,起亚K5 2014款 2.0L 自动LUXURY,https://image.guazistatic.com/gz01190615/10/22/ea683de862207f9aa2677193a834a85f.jpg,/bj/b9290e2d986ad43bx.htm,2014年,5.0万公里,到店服务,补贴后9.25万,,,"急售,严选车"
北京,起亚K2 2015款 三厢 1.4L MT GLS,https://image.guazistatic.com/gz01190613/16/47/232fc1332520676a384217007d6bd281.jpg,/sjz/05e87ca90db770bcx.htm,2015年,4.8万公里,到店服务,补贴后3.97万,,,"急售,严选车"
北京,福特 蒙迪欧 2013款 2.0L GTDi200时尚型,https://image.guazistatic.com/gz01190628/11/35/48b1d8db025689f161a591fe5874ecee.jpg,/bj/31690d46f7e82548x.htm,2014年,12.7万公里,到店服务,9.00万,22.00万,新上架,超值
北京,现代 悦动 2011款 1.6L 手动舒适型,https://image.guazistatic.com/gz01190620/10/50/e0865620d8e71fbada6b6cf7d5b423ca.jpg,/xa/75369755e311013cx.htm,2012年,7.7万公里,到店服务,3.20万,10.80万,,"超值,急售"
北京,丰田 威驰 2014款 1.5L 自动智臻版,https://image.guazistatic.com/gz01190628/11/38/7a2a88634d9fc8e284897ef47c727b62.jpg,/foshan/30a74f87b93c21bdx.htm,2015年,6.7万公里,到店服务,6.05万,9.50万,新上架,
北京,铃木 启悦 2015款 1.6L 手动舒享型,https://image.guazistatic.com/gz01190628/11/45/77a5d5eaa5c71e6cfc26732c2f7d93ca.jpg,/tj/82f5b4b03c2ed2f6x.htm,2016年,3.1万公里,到店服务,4.44万,8.60万,,严选车
北京,奥迪Q5 2016款 40 TFSI 进取型,https://image.guazistatic.com/gz01190626/18/26/e75444bcedbf01ec6a8b252c52a6b37a.jpg,/foshan/96b6c9511ef35fd5x.htm,2016年,4.5万公里,到店服务,25.00万,41.60万,,急售
北京,现代ix35 2015款 2.0L 自动两驱智能型 国V,https://image.guazistatic.com/gz01190617/12/57/d7bbef07fb7ade7a61f6f7ed9e0b70ef.jpg,/bj/04cb3773b3843f2bx.htm,2016年,3.6万公里,店内直卖,9.94万,19.20万,,严选车
北京,别克 君越 2013款 2.4L SIDI精英舒适型,https://image.guazistatic.com/gz01190628/09/49/3614ba3ddc71b8403262a8a84bb218ef.jpg,/su/ca128041f1a06931x.htm,2014年,5.3万公里,到店服务,11.29万,27.80万,新上架,
北京,大众 朗逸 2013款 改款经典 1.6L 自动风尚版,https://image.guazistatic.com/gz01190628/16/08/ce36d16e304395053b0db702e75b5f10.jpg,/zibo/384e7ba37dc8cd62x.htm,2016年,4.9万公里,到店服务,7.50万,13.60万,新上架,
北京,现代 朗动 2015款 1.6L 自动尊贵型,https://image.guazistatic.com/gz01190628/13/01/54bcc9125fac67f39685910449b1df35.jpg,/km/c8276ed6dbb981ecx.htm,2015年,3.0万公里,到店服务,7.50万,14.60万,新上架,
北京,本田 锋范经典 2012款 1.5L 自动精英版,https://image.guazistatic.com/gz01190628/10/53/1c0d710b052bfde5894d01b2a8605772.jpg,/dl/af091d829c76183bx.htm,2016年,5.8万公里,到店服务,6.50万,11.90万,新上架,
北京,雪佛兰 迈锐宝 2014款 2.0L 自动舒适版,https://image.guazistatic.com/gz01190628/12/52/ab7afbc5399fac0be2b3f8d2869a55b7.jpg,/changzhou/56020d32943fd669x.htm,2015年,5.2万公里,到店服务,7.45万,18.40万,新上架,超值
北京,北京汽车E系列 2013款 三厢 1.5L 自动乐天版,https://image.guazistatic.com/gz01190627/17/19/d461a1ee5fe3852acc98b91341c7349e.jpg,/bj/09d34fade369cf22x.htm,2014年,1.4万公里,店内直卖,3.04万,7.50万,,严选车
北京,大众 途观 2015款 1.8TSI 自动两驱舒适版,https://image.guazistatic.com/gz01190622/11/41/d6360e5d71093dfb5a54a24b7061c97e.jpg,/baoding/8bcc991ecf00f315x.htm,2015年,6.2万公里,到店服务,补贴后11.98万,,,"超值,急售,严选车"
北京,宝马1系 2013款 改款 116i 领先型(进口),https://image.guazistatic.com/gz01190623/16/31/e7b00b4afb57efdbf695258798e662a8.jpg,/bj/567ca838e72524ddx.htm,2014年,5.6万公里,到店服务,补贴后11.78万,,,"超值,急售,严选车"
北京,起亚 焕驰 2017款 1.4L 手动智享版Value,https://image.guazistatic.com/gz01190628/15/15/5e839ed25fbaaea0e4f409f6d1968727.jpg,/bj/900b9cd1e36afac1x.htm,2018年,2.4万公里,店内直卖,4.17万,6.00万,,"准新车,严选车"
北京,现代 途胜 2015款 1.6T 双离合两驱智能型,https://image.guazistatic.com/gz01190614/09/59/5ff6c1ad209eee26f6e4f511cc9f8d52.jpg,/tj/457277890426ff0fx.htm,2016年,3.8万公里,到店服务,补贴后10.97万,,,"超值,急售,严选车"
北京,铃木 启悦 2015款 1.6L 自动乐享型,https://image.guazistatic.com/gz01181014/16/58/c0b98a293798bedb020fcd1b47944c19.jpg,/cc/a359a82ef6e221b1x.htm,2016年,4.3万公里,到店服务,5.81万,11.20万,,超值
北京,雪佛兰 创酷 2014款 1.4T 自动两驱舒适型,https://image.guazistatic.com/gz01190628/09/45/f9d62aaa6b5368c1b3c7a5ed1970ee06.jpg,/km/880c279c24b14c28x.htm,2015年,4.6万公里,到店服务,6.30万,13.20万,新上架,超值
北京,哈弗H2 2016款 红标 1.5T 手动两驱精英型,https://image.guazistatic.com/gz01190628/11/25/fc7f92e95839e2f845a23d53faf0ea07.jpg,/jilin/d238985ad43bd1c0x.htm,2016年,1.3万公里,到店服务,6.00万,11.30万,新上架,
北京,起亚K2 2015款 三厢 1.4L MT GLS,https://image.guazistatic.com/gz01190413/12/12/e55732276ffefe3ef09de912d2688bcd.jpg,/jining/0c610a70c756ce69x.htm,2016年,4.0万公里,到店服务,4.80万,8.50万,,急售
北京,传祺GA3S视界 2014款 1.6L 自动豪华ESP版,https://image.guazistatic.com/gz01190628/12/46/38232a409943af72249f34c4853a3f16.jpg,/gz/243d3cacd8b496dbx.htm,2014年,7.4万公里,到店服务,4.30万,10.30万,新上架,
北京,福特 翼虎 2015款 2.0L GTDi 四驱精英型,https://image.guazistatic.com/gz01190628/14/36/80e650069fab3739fd78cd18b1131d79.jpg,/dl/8d9ff37a67a89d47x.htm,2016年,2.2万公里,到店服务,13.00万,27.40万,新上架,超值
北京,大众 途安 2015款 1.4T 手动风尚版5座,https://image.guazistatic.com/gz01190628/13/34/0dd2339aa3214b80ab49b2dc84d2394c.jpg,/nc/3c93e9ed7df0ac79x.htm,2014年,6.3万公里,到店服务,6.00万,15.20万,新上架,超值
北京,Jeep 指南者 2011款 2.0L 两驱运动版(进口),https://image.guazistatic.com/gz01190627/17/30/9713a4d864d29666af602391f25a72c3.jpg,/bj/33ba129edc4572f8x.htm,2012年,9.9万公里,到店服务,6.68万,24.10万,,"超值,严选车"
北京,雪铁龙 世嘉 2013款 三厢 1.6L 手动品尚型,https://image.guazistatic.com/gz01190610/11/00/bfcaac5ba52a05149b6e70635a4564b3.jpg,/handan/0998db1050589502x.htm,2014年,4.4万公里,到店服务,5.21万,11.70万,,急售
北京,北汽绅宝 绅宝D50 2014款 1.5L 手动舒适版,https://image.guazistatic.com/gz01190609/12/54/f80b0916199eaede967571e76c46b47e.jpg,/baoding/9a68082eb7cd04edx.htm,2015年,6.7万公里,到店服务,补贴后3.00万,,,"急售,严选车"
北京,福特 翼搏 2013款 1.5L 手动舒适型,https://image.guazistatic.com/gz01190628/11/56/236f09bbf2a9b4f80ff881def9b5d5bc.jpg,/cd/2cf3e8d9ee41a9ddx.htm,2015年,4.5万公里,到店服务,5.50万,10.30万,新上架,
北京,宝马X1 2013款 sDrive18i 领先型,https://image.guazistatic.com/gz01190617/15/18/970e5e58055d2ce90963ce5a75e5faeb.jpg,/bj/c926c25cdf2d801ax.htm,2014年,5.2万公里,到店服务,补贴后13.90万,,,"急售,严选车"
北京,福特 福克斯 2015款 两厢 1.6L 自动风尚型,https://image.guazistatic.com/gz01190628/13/56/6587f1511dd0d480bab54fc91485cb9b.jpg,/wh/f2b804fdfaa15cb5x.htm,2015年,2.5万公里,到店服务,6.00万,14.80万,新上架,超值
北京,斯柯达 昊锐 2012款 1.4TSI DSG智雅版,https://image.guazistatic.com/gz01190620/11/44/695bea6aaa39cd24163ff643c7203ae8.jpg,/wh/d981460247499177x.htm,2012年,3.6万公里,到店服务,5.69万,20.20万,,"超值,急售"
北京,比亚迪 宋 2016款 1.5TI 手动豪华型,https://image.guazistatic.com/gz01190625/15/52/c660a8b23999ac6711ae532ad2a35530.jpg,/sjz/fd16c6ab48dd14a7x.htm,2016年,3.7万公里,到店服务,4.71万,11.60万,,"超值,严选车"
北京,马自达3星骋 2013款 三厢 1.6L 手动精英型,https://image.guazistatic.com/gz01190504/15/35/cfb06eff82c0b70c12eed073b0c4a930.jpg,/langfang/8653d382a12e718bx.htm,2013年,1.2万公里,到店服务,补贴后4.77万,,,"急售,严选车"
北京,本田 飞度 2011款 1.3L 自动舒适版,https://image.guazistatic.com/gz01190628/13/10/1c80e9f90316bad45703d6e4a3175de9.jpg,/tj/9fe76f9afa01bab6x.htm,2012年,5.2万公里,到店服务,4.50万,9.70万,新上架,
北京,长城M4 2012款 1.5L 手动豪华型,https://image.guazistatic.com/gz01190608/18/42/34e408f5bd42f5f26b8fdac65fc5fa40.jpg,/baoding/a173b8473bc9ee5bx.htm,2013年,6.6万公里,到店服务,补贴后2.67万,,,"急售,严选车"
北京,Jeep 指南者 2013款 2.4L 四驱运动版(进口),https://image.guazistatic.com/gz01190627/16/38/3423b4c66d747f9ccfd40d4e593c2108.jpg,/bj/fd445a4ca126e6c2x.htm,2014年,8.3万公里,到店服务,9.46万,26.70万,,严选车
北京,丰田 汉兰达 2015款 2.0T 四驱豪华版 7座,https://image.guazistatic.com/gz01190628/11/49/f0cc994f093a7ae42af0d4b8486411c3.jpg,/cd/ccf1922692bca5fcx.htm,2015年,3.3万公里,到店服务,26.00万,32.00万,新上架,
北京,东风风行 景逸X3 2014款 1.5L 尊享型,https://image.guazistatic.com/gz01190628/14/21/4b666343140a6a84b538d5fc892f6aa7.jpg,/fz/1aacea80e9174861x.htm,2015年,2.6万公里,到店服务,3.80万,8.50万,新上架,
北京,哈弗H6 2013款 升级版 1.5T 手动两驱精英型,https://image.guazistatic.com/gz01190608/13/47/6606605c81e7284156343d6e103de967.jpg,/nantong/a35b6918d4011becx.htm,2014年,2.3万公里,到店服务,5.20万,12.60万,,急售
北京,大众POLO 2018款 1.5L 自动安享型,https://image.guazistatic.com/gz01190628/15/54/76cb16943afa07c5b17e58c616880f4e.jpg,/sy/bfd65f3403ea36c9x.htm,2018年,0.3万公里,到店服务,8.12万,11.10万,新上架,准新车
北京,福特 福克斯 2012款 两厢 1.6L 自动舒适型,https://image.guazistatic.com/gz01190611/18/26/909dce55f3a466ab619538007734f030.jpg,/foshan/586fe760c37be4d3x.htm,2015年,6.9万公里,到店服务,5.33万,14.20万,,"超值,急售"
北京,福特 福克斯 2012款 两厢 1.6L 自动舒适型,https://image.guazistatic.com/gz01190618/15/47/03015c981c31afefde7213a8dba22a2e.jpg,/langfang/b58185a217768bf3x.htm,2012年,5.6万公里,到店服务,补贴后5.05万,,,"急售,严选车"
北京,日产 蓝鸟 2016款 1.6L CVT智酷版,https://image.guazistatic.com/gz01190628/15/26/c71528e25634f20f5ad41fed7b8a15ef.jpg,/sy/aee789170204f6b4x.htm,2017年,2.4万公里,到店服务,9.50万,14.30万,新上架,
北京,斯柯达 昕锐 2016款 1.6L 自动创行版,https://image.guazistatic.com/gz01190628/11/31/e8b437e6e7c9ff2e197cb3a4e7700de6.jpg,/sjz/ca5a56a0a00a8270x.htm,2017年,2.6万公里,到店服务,6.00万,11.50万,新上架,
北京,宝骏730 2016款 1.8L iAMT豪华型 7座,https://image.guazistatic.com/gz01190628/16/16/d0f6e0237a2e16bd13059bd0cfc32b64.jpg,/hrb/96bf9cf9fc378538x.htm,2016年,2.1万公里,到店服务,5.98万,9.40万,新上架,
北京,本田 凌派 2016款 1.8L 手动风尚版,https://image.guazistatic.com/gz01190621/14/44/3bad584f7cc38e3021bd00d4ba362316.jpg,/hf/4f04e044907b272cx.htm,2016年,8.8万公里,到店服务,6.90万,11.90万,,急售
北京,马自达6 2012款 2.0L 自动时尚型,https://image.guazistatic.com/gz01190628/14/57/3f502d68ddec3aea08b1f7391a685243.jpg,/jilin/29fe145a9827d3a8x.htm,2012年,9.3万公里,到店服务,5.70万,19.50万,新上架,
北京,本田 凌派 2013款 1.8L 自动舒适版,https://image.guazistatic.com/gz01190628/13/15/48c5690456af403e9d27c51d9da32d02.jpg,/dg/cc127cef44c6b9c1x.htm,2013年,5.7万公里,到店服务,7.00万,13.50万,新上架,超值
北京,长安 逸动 2013款 XT 1.6L 自动致酷型 国IV,https://image.guazistatic.com/gz01190626/21/20/7f2ac270bc96bd3a025f328d6e822658.jpg,/cq/d005bdaea765944ax.htm,2014年,5.6万公里,到店服务,4.20万,10.60万,,急售
北京,大众 捷达 2015款 质惠版 1.6L 手动时尚型,https://image.guazistatic.com/gz01190628/16/04/a0ba0d164e065aab13112005cc6c689c.jpg,/anshan/c2ebbf9d90cff5f7x.htm,2016年,5.6万公里,到店服务,5.50万,9.30万,新上架,
北京,北汽绅宝 绅宝D50 2014款 1.5L 手动标准版,https://image.guazistatic.com/gz01190615/12/47/011ccdac0ad4fe95ae00ebc0b83c1ebd.jpg,/anshan/f956f586fe304dbbx.htm,2015年,9.0万公里,到店服务,2.90万,8.10万,,急售
北京,现代 朗动 2016款 1.6L 自动尊贵型,https://image.guazistatic.com/gz01190614/10/16/138799147c2ee056e52c3ab61ec45acf.jpg,/su/c4851381a6b010f1x.htm,2016年,2.4万公里,到店服务,7.50万,13.90万,,急售
北京,奥迪S5 2010款 S5 3.0T Sportback(进口),https://image.guazistatic.com/gz01190618/17/24/33995fa37129f23a571ffc372c3ced00.jpg,/bj/453b61969167cf63x.htm,2012年,6.6万公里,到店服务,20.67万,77.90万,,"超值,严选车"
北京,丰田 卡罗拉 2014款 1.6L CVT GL-i,https://image.guazistatic.com/gz01190628/11/03/1ec307c66077c337ff9e326374ecd28d.jpg,/sz/2af90c30b51d0b72x.htm,2015年,7.2万公里,到店服务,7.92万,13.90万,新上架,超值
北京,别克 昂科拉 2014款 1.4T 自动两驱都市精英型,https://image.guazistatic.com/gz01190613/15/43/9cafe95376803e9c0c49f4c571a23c91.jpg,/bj/99bea3c1948b2529x.htm,2014年,3.6万公里,,6.00万,17.40万,,"超值,急售"
北京,传祺GS5 2014款 2.0L 自动两驱超享版,https://image.guazistatic.com/gz01190628/12/06/d2e326f7c7e46f02974326fb04a26e1e.jpg,/gz/834364cacf898b7ex.htm,2014年,5.0万公里,到店服务,6.00万,14.80万,新上架,
北京,大众 帕萨特 2014款 1.8TSI DSG尊荣导航版,https://image.guazistatic.com/gz01190618/18/37/128d8dfb7e161142e7ce967a0e455c4a.jpg,/tj/b1d72d64303753a6x.htm,2014年,9.0万公里,到店服务,10.80万,24.10万,,严选车
北京,福特 福克斯 2011款 两厢 1.8L 手动舒适型,https://image.guazistatic.com/gz01190628/09/45/d97b43ba57f78925c1db12431e8c5a96.jpg,/sy/7f4d635113471478x.htm,2012年,10.2万公里,到店服务,3.00万,12.50万,新上架,超值
北京,比亚迪 速锐 2015款 1.5L 手动豪华型,https://image.guazistatic.com/gz01190613/17/03/ec4a39bbfa5996ad7a63aefccf4a48cc.jpg,/tangshan/553dc1957ccf257ax.htm,2015年,4.0万公里,到店服务,补贴后3.64万,,,"急售,严选车"
北京,雪铁龙C3-XR 2015款 1.6L 手动先锋型,https://image.guazistatic.com/gz01190620/18/26/a2f1883de52f84a255b5b30226d1683d.jpg,/cd/3bd1f0a5c628a68dx.htm,2016年,5.5万公里,到店服务,5.80万,12.80万,,急售
北京,宝马3系 2015款 316i 运动设计套装,https://image.guazistatic.com/gz01190628/12/47/d44c894891d0068eae072a10de6ba9ab.jpg,/fz/ba120650f3db27e7x.htm,2015年,2.2万公里,到店服务,17.00万,32.70万,新上架,超值
北京,奇瑞 瑞虎3 2015款 1.6L 手动智尚纪念版,https://image.guazistatic.com/gz01190628/11/50/9b19fa21ac353f1b337111f2a7f39ea1.jpg,/baoding/809097f4f445c1e4x.htm,2016年,3.9万公里,到店服务,4.00万,8.70万,新上架,
北京,现代 朗动 2013款 1.6L 自动尊贵型,https://image.guazistatic.com/gz01190628/10/16/3fd5d694d087365bb4b61d6284aef7e0.jpg,/ty/5de3baa83634c0b2x.htm,2013年,7.2万公里,到店服务,5.40万,14.60万,新上架,超值
北京,起亚 智跑 2014款 2.0L 自动两驱版Premium,https://image.guazistatic.com/gz01190628/10/57/7b2c3426dd286f254f9ebe37138b91e4.jpg,/jinhua/bb649e94b7eaa444x.htm,2014年,1.9万公里,到店服务,8.95万,22.80万,新上架,
北京,斯巴鲁 森林人 2013款 2.5i 自动豪华版,https://image.guazistatic.com/gz01190627/14/57/73f7a1a4d8378685e333cb966d688d44.jpg,/bj/9bcb352aff859970x.htm,2014年,8.1万公里,到店服务,12.54万,30.40万,,严选车
北京,起亚 新佳乐 2013款 2.0L 7座自动舒适版 国IV(进口),https://image.guazistatic.com/gz01190413/17/26/e760d7fc9855d5fceb16bbeab21c044e.jpg,/cs/17d3756d25864f31x.htm,2014年,4.2万公里,到店服务,9.69万,19.70万,,急售
北京,马自达 昂克赛拉 2014款 三厢 1.5L 自动豪华型,https://image.guazistatic.com/gz01190628/14/00/cb7d59e03ff3dcbc936eedc701395d54.jpg,/jilin/9e80d94e972ef8d4x.htm,2015年,3.5万公里,到店服务,9.00万,15.10万,新上架,
北京,力帆820 2015款 2.4L 自动豪华型,https://image.guazistatic.com/gz01190527/09/36/c2d10b3c6cc414667f1934c8d5dd2e08.jpg,/wenzhou/1076bd0875d03d4ax.htm,2015年,4.9万公里,到店服务,4.20万,11.90万,,急售
北京,大众 高尔夫 2012款 1.6 自动舒适型,https://image.guazistatic.com/gz01190628/13/28/aa9fbfa1b6549f5e9f83d2b81128c1f3.jpg,/bj/5dc51b750e358da2x.htm,2014年,3.6万公里,到店服务,7.50万,14.40万,新上架,
北京,斯柯达 明锐 2013款 1.6L 手动逸致版,https://image.guazistatic.com/gz01190628/11/52/ed514b0b13954a8a918b513a880df8ea.jpg,/hrb/c3d87994cdb40af2x.htm,2013年,6.0万公里,到店服务,4.50万,13.20万,新上架,超值
北京,奥迪A4L 2015款 35 TFSI 自动舒适型,https://image.guazistatic.com/gz01190628/16/02/b76644b9835dcec786b3aecfcf6bdfb6.jpg,/changzhou/fd3a35fda5bd52b6x.htm,2016年,3.2万公里,到店服务,19.50万,36.10万,新上架,
北京,奥迪Q3 2015款 30 TFSI 进取型,https://image.guazistatic.com/gz01190628/14/12/9f7a1d1c86997d4527d8df2730417c7d.jpg,/xa/1ee237124309a569x.htm,2014年,5.3万公里,到店服务,14.50万,29.00万,新上架,
北京,长安 逸动 2014款 1.6L 自动豪华型,https://image.guazistatic.com/gz01190628/10/52/bd7674be705efbb543248b7e1a1bf81d.jpg,/xa/06c16cf6f90846d0x.htm,2014年,9.4万公里,到店服务,3.80万,9.60万,新上架,超值
北京,沃尔沃V40 2013款 T5 智尊版(进口),https://image.guazistatic.com/gz01190628/13/59/b8990002b32ae90c7cbf33e8bfb0120f.jpg,/cc/a2f5d50d521f9b27x.htm,2014年,4.3万公里,到店服务,13.00万,35.40万,新上架,
北京,奇瑞 瑞虎5 2016款 2.0L 手动家悦版,https://image.guazistatic.com/gz01190610/18/14/5275246c3945c647dd98cf64de02fd12.jpg,/linyi/19326076192835bex.htm,2016年,5.8万公里,到店服务,4.90万,10.70万,,"超值,急售"
北京,大众 朗行 2013款 1.4TSI 手动舒适型,https://image.guazistatic.com/gz01190517/12/30/11f43828627f279eeef6e98fe4d5a5ee.jpg,/sh/a531d344c244c21cx.htm,2014年,5.5万公里,到店服务,5.80万,14.90万,,
北京,奔驰C级 2013款 C 260 CGI 优雅型,https://image.guazistatic.com/gz01190619/16/45/a4de6ddf6019a90e5caac8b64edbbedc.jpg,/bj/46b84f603f4f4ec7x.htm,2013年,3.1万公里,到店服务,补贴后14.53万,,,"急售,严选车"
北京,本田CR-V 2013款 2.4L 两驱豪华版,https://image.guazistatic.com/gz01190624/11/08/fd270cd8d51d772c4f6927847060dab0.jpg,/sz/d6221789570f0ec6x.htm,2014年,10.7万公里,到店服务,13.58万,24.90万,,急售
北京,长安 逸动 2016款 1.6L 自动致酷型,https://image.guazistatic.com/gz01190611/13/40/b6363a11b28b1e48f92ecd212aae88c8.jpg,/cq/4d99f80e404c7706x.htm,2016年,3.5万公里,到店服务,4.99万,9.40万,,急售
北京,宝马5系 2014款 525Li 领先型,https://image.guazistatic.com/gz01190628/11/18/cd2e703b3507ee2d39339f77591fb2a8.jpg,/xm/8f5cd92b6d49d8ebx.htm,2014年,12.8万公里,到店服务,25.88万,50.60万,新上架,急售
北京,日产 轩逸 2012款 经典 1.6XE 自动舒适版,https://image.guazistatic.com/gz01190621/14/59/986921056a76ba831d86371995a6366d.jpg,/dg/5c6effd0e98816e7x.htm,2016年,9.5万公里,到店服务,5.98万,11.90万,,急售
北京,本田 凌派 2013款 1.8L 自动舒适版,https://image.guazistatic.com/gz01190619/19/15/603c10c9faaa47747bef80bbb2b20f7f.jpg,/xa/18465732ec25a570x.htm,2013年,13.6万公里,到店服务,6.46万,13.50万,,急售
北京,奥迪A6L 2014款 TFSI 标准型,https://image.guazistatic.com/gz01190621/12/44/caabe7c93ed7add2180c7f762eb99c11.jpg,/nantong/8e373afacdd4efc1x.htm,2015年,8.8万公里,到店服务,23.20万,44.50万,,急售
北京,大众 高尔夫 2014款 1.4TSI 自动舒适型,https://image.guazistatic.com/gz01190623/10/55/1c6ab8246cd6f131b5744d4c7f53c8a3.jpg,/sjz/a287a3a277f3e534x.htm,2014年,4.5万公里,到店服务,8.73万,16.80万,,严选车
北京,众泰Z700 2016款 1.8T DCT典雅型,https://image.guazistatic.com/gz01190222/18/24/0b644e334bb9e3a4f02d75a109985715.jpg,/jn/91b1cfeefec1fd23x.htm,2016年,1.9万公里,到店服务,6.50万,14.00万,,急售
北京,别克GL8 2011款 2.4L CT舒适版,https://image.guazistatic.com/gz01190626/12/41/d7ae4ca49025f48bbc19b844bae56632.jpg,/dg/f27bcca5220482fdx.htm,2013年,6.5万公里,到店服务,7.60万,24.70万,,急售
北京,日产 阳光 2014款 1.5XE 手动精英版,https://image.guazistatic.com/gz01190624/11/13/d29b3a2a2f9cad51e2ce1687818ecf96.jpg,/baoding/d2d168f6fe00a559x.htm,2014年,4.1万公里,到店服务,补贴后3.92万,,,"急售,严选车"
北京,大众 尚酷 2011款 1.4TSI 单增压风尚版(进口),https://image.guazistatic.com/gz01190627/11/53/8a36b82dd2da92eddb61545b794a9609.jpg,/sz/eb4974a5bf3c83eax.htm,2012年,5.8万公里,到店服务,10.50万,25.60万,,急售
北京,起亚K5 2012款 2.0L 自动GL,https://image.guazistatic.com/gz01190609/18/16/b3d038e6b8351774a84647cf8a8c7249.jpg,/xuzhou/11bf368751397826x.htm,2013年,10.3万公里,到店服务,7.20万,18.20万,,急售
北京,福特 福克斯 2012款 两厢 1.6L 自动舒适型,https://image.guazistatic.com/gz01190614/14/00/0f6bacad73e8db52676c19b710b76243.jpg,/jining/a324daed300ae8e1x.htm,2015年,6.7万公里,到店服务,6.50万,14.20万,,急售
北京,别克 英朗 2013款 GT 1.6L 自动时尚版,https://image.guazistatic.com/gz01190628/10/03/bdbfabbe7b549da6a046f54361133cee.jpg,/wx/4032cfd55393fc8fx.htm,2013年,4.9万公里,到店服务,5.50万,16.60万,新上架,
北京,日产 逍客 2017款 2.0L CVT豪华版 国V,https://image.guazistatic.com/gz01190616/10/02/a694b6c0e9ce5f1784371486d5cd6074.jpg,/sjz/e2374d396080aca3x.htm,2018年,2.0万公里,到店服务,12.78万,18.30万,,"准新车,严选车"
北京,奥迪Q5 2016款 40 TFSI 技术型,https://image.guazistatic.com/gz01190410/17/01/0580c5206bed803075e859376777ddf0.jpg,/su/8adb6e42f38cd013x.htm,2016年,3.1万公里,到店服务,24.58万,46.40万,,急售
北京,雪佛兰 科帕奇 2014款 2.4L 两驱城市版 7座,https://image.guazistatic.com/gz01190613/17/52/63d0c0dc87331532b50f963041528829.jpg,/bj/cd54433b29aa2d8fx.htm,2015年,8.2万公里,到店服务,补贴后8.44万,,,"超值,急售,严选车"
北京,标致408 2018款 改款 350THP 自动豪华版,https://image.guazistatic.com/gz01190628/10/16/5d9b35be5038c9eb83988ac827dc249d.jpg,/cd/97a5f8c35671ce5bx.htm,2018年,2.0万公里,到店服务,9.60万,17.60万,新上架,"急售,准新车"
北京,大众 高尔夫 2015款 1.6L 自动舒适型,https://image.guazistatic.com/gz01190622/15/05/6f35d157cf665847d77e398a817259a9.jpg,/wh/336a5d6056560065x.htm,2015年,4.4万公里,到店服务,7.85万,15.70万,,"超值,急售"
北京,福特 嘉年华 2013款 三厢 1.5L 手动风尚型,https://image.guazistatic.com/gz01190628/14/29/3024f3936dbcf59b4d16f61f089bc82c.jpg,/zibo/e6dde3b6c71e8ec5x.htm,2014年,4.2万公里,到店服务,4.00万,8.70万,新上架,
北京,标致308 2014款 乐享版 经典 1.6L 手动优尚型,https://image.guazistatic.com/gz01190628/11/48/7a685dcafd49f603b2c36a59d68713b1.jpg,/wh/d63db2c9a807666dx.htm,2016年,4.5万公里,到店服务,5.00万,11.50万,新上架,
北京,福特 福克斯 2015款 三厢 1.6L 自动舒适型,https://image.guazistatic.com/gz01190625/10/22/c58c03d3ddbce3ce669772e5049e286e.jpg,/dg/773c4caad5e03a62x.htm,2016年,4.7万公里,到店服务,6.50万,13.50万,,急售
北京,现代 全新胜达 2013款 2.4L 自动四驱尊贵型,https://image.guazistatic.com/gz01190628/14/36/094e8024b7ba4aafce4c8f733fee3c0e.jpg,/bj/c6438c8c78ca8ecfx.htm,2013年,11.7万公里,店内直卖,10.50万,31.10万,,严选车
北京,起亚K3 2013款 1.6L 自动GLS,https://image.guazistatic.com/gz01190628/09/24/4b6a995900de5f2bcc57fd7fabce9d94.jpg,/nn/4d79f9f0cb16a081x.htm,2013年,8.6万公里,到店服务,6.20万,13.50万,新上架,
